sym_x,sym_y,seed_category,corr,p_value,half_life,spread_sharpe,spread_sortino,spread_vol,spread_max_dd,spread_pos_ratio,spread_neg_ratio,n_obs,beta,intercept,is_viable,pair_score,pair_label,risk_return_score,stats_quality_score,macro_score,fundamental_score,structure_score,penalty_total
SPY,SPYV,us_core_style,0.9231153912985361,0.08957346093006552,89.04645318475491,0.3651333242112687,0.5240569462137462,0.08790084053825738,0.19850589119581397,0.5161073825503356,0.48389261744966444,1491.0,1.1524728752028923,1.8011546095701858,False,0.985301646085929,B+,0.7280030687369747,0.3104265390699345,0.0,0.0,0.1,0.0
IBB,XBI,us_sectors_rotation,0.9077720760198128,0.0993889114295719,69.3054196018134,0.3269604056277023,0.47938219511684094,0.12262213302549965,0.20308923373180132,0.5073825503355704,0.49261744966442955,1491.0,0.4489230193009712,2.8603839133042444,False,0.9688939195341546,B+,0.6584661575348549,0.3006110885704281,0.0,0.0,0.25,0.0
SPYG,SPYV,us_core_style,0.800228743880403,0.1594778301017991,107.81904189502241,0.3723973846927304,0.5293726834294841,0.15316367909636205,0.36574343529435893,0.5208053691275167,0.4785234899328859,1491.0,1.227927070427061,-0.41981372373231274,False,0.9440089133162228,B+,0.7356433943874822,0.2405221698982009,0.0,0.0,0.1,0.0
IWF,IWD,thematic_factor,0.7885543819049549,0.05541810440682803,78.36428000127188,0.2878106124175737,0.4208469432063469,0.19282414168208173,0.45077257740780574,0.5174496644295302,0.4825503355704698,1491.0,1.53654739491961,-2.14461552046716,False,0.9145953480290808,B+,0.5733880211138604,0.344581895593172,0.0,0.0,0.25,0.0
IWB,IWD,us_core_style,0.92780063558373,0.04627647958987759,75.44343734234187,0.29157648044306284,0.42480715604930647,0.10418137523874894,0.23626427287778284,0.5181208053691275,0.4818791946308725,1491.0,1.2970808340912885,-1.060682570180406,False,0.8718226685071073,B,0.5842162042200216,0.35372352041012245,0.0,0.0,0.1,0.0
XLE,XES,commodities,0.8938322294300064,0.025864038766347214,83.31710928980615,0.25696264213229064,0.39155042927285055,0.23253217773927445,0.5203413354006274,0.5040268456375839,0.4959731543624161,1491.0,0.9452339242052351,-0.40350605046560384,False,0.8225362887788306,B,0.5206411159152735,0.3741359612336528,0.0,0.0,0.1,0.0
XAR,ITA,thematic_factor,0.9517697923576982,0.21100485144469244,127.1329048116096,0.2823491014594791,0.4582820755130542,0.08590883637706057,0.28130099658461294,0.5053691275167785,0.49463087248322146,1491.0,1.0081249821784142,0.043122553762859894,False,0.7975205343869247,B,0.5975205343869248,0.2,0.0,0.0,0.15,0.0
GDX,GDXJ,commodities,0.9645745566262086,0.10892392402418827,77.15693463727713,0.28215250183666013,0.42380195814276395,0.11191396312981958,0.22846635019508543,0.5080536912751678,0.4919463087248322,1491.0,0.8980427919045215,0.14006878040219561,False,0.7779977987157615,B,0.5742445455326932,0.29107607597581175,0.0,0.0,0.0,0.0
IBIT,WGMI,crypto,0.61843503078013,0.43132057738518087,80.75457136228492,0.2579400716232022,0.38946900980626037,0.39913105769667845,0.6706450631964831,0.4968553459119497,0.5031446540880503,478.0,0.42267517266840093,2.5290399340245595,False,0.7771554772236547,B,0.5171554772236547,0.2,0.0,0.0,0.3,0.0
BLOK,BKCH,crypto,0.9277152704870953,0.7634716680102136,362.322293735527,0.5468057370272206,0.6809454613245849,0.19625204603397545,0.3436048709883277,0.5321266968325792,0.4678733031674208,1106.0,0.6800477441751597,0.9094682849557136,False,0.7765954625346637,B,1.0165954625346636,0.0,0.0,0.0,0.4,0.4
XLK,XLC,us_sectors_rotation,0.8331417608691915,0.36598328157013404,202.3096495780921,0.32722218305828676,0.501444235856605,0.1567793892147919,0.3072494770068328,0.4966442953020134,0.5033557046979866,1491.0,1.0925827639132215,-0.2799693012460116,False,0.7720881586177736,B,0.6720881586177736,0.0,0.0,0.0,0.25,0.0
XLV,XLF,us_sectors_rotation,0.6975389313270636,0.02993655369814245,69.09341086254564,0.20378813076070246,0.3060739470215633,0.13152592953226896,0.2608646593521726,0.5100671140939598,0.4899328859060403,1491.0,0.4527349007637011,3.22824529717216,False,0.7718670129000536,B,0.4128226004887533,0.37006344630185756,0.0,0.0,0.25,0.0
SOYB,CORN,commodities,0.6738208788216322,0.13059519132945285,89.32977989790271,0.25859069165566556,0.40242184726828006,0.14435851551576914,0.22185123381626237,0.5033557046979866,0.49530201342281877,1491.0,0.8394906322916912,0.6147449543594816,False,0.7644323261365193,B,0.5358489600671363,0.26940480867054717,0.0,0.0,0.1,0.0
XLB,XLE,us_sectors_rotation,0.6805627206959246,0.08824546208915723,96.02675760070623,0.22245029919534223,0.33120722176424117,0.17713615989321757,0.4090189747680122,0.5154362416107383,0.48389261744966444,1491.0,0.3375589341223136,2.488116335806132,False,0.7643431514725406,B,0.4461149749349507,0.3117545379108428,0.0,0.0,0.25,0.0
DBA,MOO,commodities,0.3265621380309959,0.8731009487003482,1030.6832856380515,0.5626302553078923,0.8272988795933461,0.13928359167517926,0.19723313068695436,0.5093959731543625,0.4906040268456376,1491.0,0.19485285463739938,2.1724520717666733,False,0.7377948084094953,B,1.1377948084094953,0.0,0.0,0.0,0.0,0.4
